zone,latitude,longitude,hour,weather,day_type,road_type,severity,risk_score,vehicles_involved,year,month
Nashik - Mumbai-Agra Hwy,20.001452,73.788097,9,Clear,Weekday,Urban Road,Minor,0.535,4,2021,12
Nashik - Mumbai-Agra Hwy,20.015128,73.799001,12,Overcast,Weekday,Urban Road,Minor,0.44,1,2021,1
Nashik - Mumbai-Agra Hwy,20.001897,73.800299,21,Clear,Weekend,Junction,Minor,0.532,2,2021,9
Nashik - Mumbai-Agra Hwy,19.990485,73.777846,21,Clear,Weekday,Junction,Minor,0.502,3,2023,1
Nashik - Mumbai-Agra Hwy,20.008482,73.791086,18,Rain,Weekend,Urban Road,Minor,0.582,3,2021,12
Nashik - Mumbai-Agra Hwy,20.012647,73.782655,10,Fog,Weekend,Urban Road,Minor,0.472,3,2024,3
Nashik - Mumbai-Agra Hwy,20.000402,73.794521,11,Clear,Weekend,Highway,Minor,0.372,4,2022,8
Nashik - Mumbai-Agra Hwy,20.00086,73.783827,8,Rain,Weekday,Urban Road,Minor,0.568,2,2021,9
Nashik - Mumbai-Agra Hwy,20.009994,73.784191,13,Fog,Weekend,Urban Road,Minor,0.452,2,2024,4
Nashik - Mumbai-Agra Hwy,20.003266,73.793306,9,Clear,Weekend,Flyover,Minor,0.575,4,2022,2
Nashik - Mumbai-Agra Hwy,19.993864,73.799333,14,Clear,Weekday,Junction,Minor,0.527,2,2024,7
Nashik - Mumbai-Agra Hwy,20.01519,73.786207,20,Fog,Weekend,Junction,Minor,0.61,2,2024,6
Nashik - Mumbai-Agra Hwy,19.997764,73.785652,19,Clear,Weekend,Urban Road,Minor,0.529,4,2022,3
Nashik - Mumbai-Agra Hwy,20.005333,73.790429,18,Rain,Weekday,Highway,Serious,0.644,2,2021,5
Nashik - Mumbai-Agra Hwy,20.00556,73.786167,9,Rain,Weekday,Urban Road,Serious,0.608,1,2024,8
Nashik - Mumbai-Agra Hwy,20.002115,73.78401,13,Clear,Weekday,Highway,Minor,0.502,2,2023,2
Nashik - Mumbai-Agra Hwy,20.000991,73.772776,7,Fog,Weekday,Flyover,Minor,0.59,3,2023,4
Nashik - Mumbai-Agra Hwy,20.010257,73.793295,15,Clear,Weekday,Urban Road,Minor,0.445,4,2023,11
Nashik - Mumbai-Agra Hwy,20.012723,73.780121,19,Clear,Weekday,Junction,Fatal,0.658,4,2023,10
Nashik - Mumbai-Agra Hwy,20.018827,73.781981,18,Fog,Weekend,Highway,Serious,0.577,1,2023,9
Nashik - Mumbai-Agra Hwy,19.998494,73.791714,0,Rain,Weekday,Junction,Minor,0.625,1,2021,5
Nashik - Mumbai-Agra Hwy,19.990858,73.781498,14,Overcast,Weekend,Highway,Minor,0.421,3,2023,2
Nashik - Mumbai-Agra Hwy,20.005247,73.789579,12,Rain,Weekend,Urban Road,Minor,0.5,4,2024,9
Nashik - Mumbai-Agra Hwy,20.007271,73.794397,8,Rain,Weekend,Highway,Minor,0.533,2,2022,10
Nashik - Mumbai-Agra Hwy,20.006415,73.808276,2,Rain,Weekday,Urban Road,Minor,0.68,2,2021,4
Nashik - Mumbai-Agra Hwy,20.012353,73.766155,2,Rain,Weekday,Junction,Minor,0.633,4,2023,8
Nashik - Mumbai-Agra Hwy,19.996584,73.798529,9,Fog,Weekday,Urban Road,Serious,0.555,1,2022,12
Nashik - Mumbai-Agra Hwy,20.009568,73.801442,14,Rain,Weekend,Urban Road,Minor,0.465,4,2023,5
Nashik - Mumbai-Agra Hwy,20.000711,73.790499,20,Clear,Weekday,Junction,Minor,0.525,4,2022,12
Nashik - Mumbai-Agra Hwy,19.999298,73.785757,16,Rain,Weekend,Junction,Minor,0.561,3,2022,4
Nashik - Mumbai-Agra Hwy,20.012205,73.789971,13,Clear,Weekday,Highway,Minor,0.363,1,2021,4
Nashik - Mumbai-Agra Hwy,20.002084,73.796187,19,Clear,Weekend,Urban Road,Serious,0.551,4,2024,5
Nashik - Mumbai-Agra Hwy,19.996575,73.787636,9,Clear,Weekday,Junction,Minor,0.574,4,2021,5
Nashik - Mumbai-Agra Hwy,19.993842,73.785246,20,Fog,Weekday,Junction,Serious,0.676,2,2021,11
Nashik - Mumbai-Agra Hwy,19.996506,73.788522,10,Clear,Weekday,Highway,Serious,0.394,3,2022,6
Nashik - Mumbai-Agra Hwy,19.996578,73.776895,18,Fog,Weekday,Junction,Minor,0.734,4,2021,8
Nashik - Mumbai-Agra Hwy,19.998346,73.789156,8,Overcast,Weekend,Urban Road,Minor,0.545,1,2024,6
Nashik - Mumbai-Agra Hwy,20.001186,73.779673,14,Clear,Weekday,Urban Road,Serious,0.38,4,2024,12
Nagpur - Ring Road,21.144971,79.073481,21,Rain,Weekend,Highway,Minor,0.387,2,2021,12
Nagpur - Ring Road,21.147671,79.09752,19,Overcast,Weekday,Junction,Serious,0.585,1,2023,4
Nagpur - Ring Road,21.153222,79.102975,8,Clear,Weekday,Urban Road,Serious,0.522,3,2021,7
Nagpur - Ring Road,21.140685,79.083265,0,Clear,Weekday,Highway,Fatal,0.557,4,2023,11
Nagpur - Ring Road,21.14612,79.080678,18,Clear,Weekday,Urban Road,Fatal,0.462,1,2021,6
Nagpur - Ring Road,21.150956,79.083636,11,Clear,Weekend,Highway,Fatal,0.393,1,2021,8
Nagpur - Ring Road,21.144126,79.102358,22,Clear,Weekend,Urban Road,Minor,0.431,2,2023,1
Nagpur - Ring Road,21.143787,79.091311,6,Rain,Weekday,Urban Road,Minor,0.474,2,2022,9
Nagpur - Ring Road,21.145987,79.081285,8,Clear,Weekday,Urban Road,Minor,0.522,4,2023,8
Nagpur - Ring Road,21.148633,79.084835,14,Overcast,Weekday,Highway,Serious,0.511,1,2023,8
Nagpur - Ring Road,21.133388,79.105915,13,Clear,Weekday,Highway,Serious,0.42,4,2024,7
Nagpur - Ring Road,21.138174,79.096162,7,Clear,Weekday,Urban Road,Minor,0.405,1,2022,10
Nagpur - Ring Road,21.139936,79.093679,8,Rain,Weekday,Urban Road,Minor,0.614,3,2021,1
Nagpur - Ring Road,21.143203,79.09259,7,Overcast,Weekday,Flyover,Minor,0.48,3,2023,4
Nagpur - Ring Road,21.153492,79.097392,19,Clear,Weekend,Urban Road,Fatal,0.524,1,2024,5
Nagpur - Ring Road,21.137086,79.102347,17,Rain,Weekday,Urban Road,Minor,0.501,4,2024,11
Nagpur - Ring Road,21.156866,79.098331,21,Overcast,Weekday,Highway,Minor,0.456,3,2023,6
Nagpur - Ring Road,21.153165,79.098023,9,Overcast,Weekday,Highway,Serious,0.587,4,2022,3
Nagpur - Ring Road,21.146912,79.085666,22,Clear,Weekday,Urban Road,Minor,0.414,1,2022,9
Nagpur - Ring Road,21.154564,79.087519,15,Fog,Weekday,Urban Road,Serious,0.408,3,2021,6
Nagpur - Ring Road,21.145946,79.098044,20,Rain,Weekend,Junction,Minor,0.374,4,2021,11
Nagpur - Ring Road,21.137705,79.087364,6,Rain,Weekday,Urban Road,Minor,0.438,4,2021,10
Nagpur - Ring Road,21.144354,79.098273,6,Overcast,Weekday,Junction,Minor,0.422,4,2022,10
Nagpur - Ring Road,21.144812,79.081754,18,Clear,Weekend,Urban Road,Fatal,0.562,3,2024,6
Nagpur - Ring Road,21.154185,79.079652,16,Clear,Weekday,Highway,Minor,0.39,1,2022,2
Nagpur - Ring Road,21.154783,79.101104,7,Clear,Weekday,Urban Road,Serious,0.489,1,2021,12
Nagpur - Ring Road,21.1531,79.093641,17,Overcast,Weekday,Highway,Minor,0.521,4,2022,10
Nagpur - Ring Road,21.13948,79.093743,13,Rain,Weekday,Urban Road,Serious,0.342,3,2023,10
Nagpur - Ring Road,21.159929,79.096715,19,Clear,Weekday,Highway,Minor,0.449,4,2024,10
Nagpur - Ring Road,21.141966,79.096618,8,Clear,Weekend,Junction,Fatal,0.566,2,2023,11
Nagpur - Ring Road,21.139637,79.097347,23,Clear,Weekend,Highway,Minor,0.633,2,2021,3
Nagpur - Ring Road,21.140205,79.09165,18,Fog,Weekend,Urban Road,Minor,0.581,1,2022,11
Nagpur - Ring Road,21.159282,79.102426,8,Rain,Weekend,Urban Road,Fatal,0.517,1,2021,12
Nagpur - Ring Road,21.14888,79.094589,10,Clear,Weekday,Highway,Minor,0.444,1,2023,11
Nagpur - Ring Road,21.158951,79.089857,17,Clear,Weekday,Junction,Serious,0.558,1,2024,1
Nagpur - Ring Road,21.148704,79.094417,16,Clear,Weekday,Junction,Serious,0.478,1,2023,4
Nagpur - Ring Road,21.146593,79.083853,8,Fog,Weekday,Urban Road,Serious,0.502,3,2021,5
Nagpur - Ring Road,21.158536,79.083498,15,Clear,Weekday,Junction,Minor,0.443,2,2021,12
Nagpur - Ring Road,21.149927,79.072901,9,Rain,Weekday,Highway,Fatal,0.576,1,2021,6
Nagpur - Ring Road,21.154513,79.07473,12,Clear,Weekday,Highway,Serious,0.392,3,2024,5
Nagpur - Ring Road,21.142442,79.080147,11,Clear,Weekday,Highway,Serious,0.419,1,2024,5
Nagpur - Ring Road,21.133245,79.083105,21,Clear,Weekday,Highway,Minor,0.376,2,2021,11
Nagpur - Ring Road,21.125478,79.085393,5,Clear,Weekday,Urban Road,Minor,0.289,3,2024,1
Nagpur - Ring Road,21.154932,79.079738,22,Rain,Weekday,Highway,Minor,0.624,4,2021,3
Nagpur - Ring Road,21.148153,79.089507,23,Clear,Weekend,Junction,Minor,0.547,2,2022,1
Nagpur - Ring Road,21.149212,79.08466,14,Clear,Weekend,Flyover,Minor,0.445,1,2024,5
Nagpur - Ring Road,21.152337,79.094185,6,Overcast,Weekday,Urban Road,Minor,0.387,2,2022,1
Nagpur - Ring Road,21.14184,79.081163,18,Clear,Weekday,Urban Road,Serious,0.485,3,2022,8
Nagpur - Ring Road,21.139955,79.086612,11,Rain,Weekday,Highway,Minor,0.483,3,2022,7
Nagpur - Ring Road,21.136634,79.09166,19,Clear,Weekend,Urban Road,Minor,0.462,3,2021,2
Nagpur - Ring Road,21.154981,79.082478,17,Rain,Weekday,Highway,Serious,0.555,1,2023,10
Nagpur - Ring Road,21.162885,79.097493,19,Rain,Weekend,Urban Road,Fatal,0.535,2,2024,9
Nagpur - Ring Road,21.140608,79.095269,2,Rain,Weekend,Junction,Serious,0.645,2,2022,12
Nagpur - Ring Road,21.152471,79.093833,10,Clear,Weekday,Highway,Serious,0.344,4,2023,2
Nagpur - Ring Road,21.14635,79.080106,8,Clear,Weekday,Junction,Fatal,0.554,4,2022,2
Nagpur - Ring Road,21.151547,79.087234,9,Fog,Weekday,Highway,Minor,0.616,3,2021,2
Nagpur - Ring Road,21.158817,79.096264,6,Clear,Weekday,Highway,Minor,0.349,1,2023,3
Nagpur - Ring Road,21.145813,79.085024,2,Clear,Weekday,Urban Road,Serious,0.428,1,2024,3
Nagpur - Ring Road,21.132108,79.089455,17,Clear,Weekday,Flyover,Minor,0.545,1,2024,11
Nagpur - Ring Road,21.159216,79.084551,20,Clear,Weekday,Highway,Serious,0.457,3,2024,11
Nagpur - Ring Road,21.155176,79.092635,10,Rain,Weekend,Urban Road,Serious,0.449,1,2023,3
Nagpur - Ring Road,21.144016,79.090456,16,Fog,Weekend,Highway,Minor,0.493,3,2024,2
Nagpur - Ring Road,21.142543,79.081429,4,Rain,Weekday,Junction,Minor,0.518,1,2021,7
Nagpur - Ring Road,21.149299,79.082196,17,Clear,Weekday,Highway,Minor,0.478,1,2023,8
Nagpur - Ring Road,21.163727,79.092011,14,Clear,Weekend,Junction,Serious,0.383,2,2021,2
Nagpur - Ring Road,21.149221,79.083679,1,Rain,Weekday,Urban Road,Serious,0.544,2,2022,6
Nagpur - Ring Road,21.150896,79.090467,19,Clear,Weekend,Urban Road,Minor,0.381,3,2024,10
Nagpur - Ring Road,21.144526,79.080308,19,Clear,Weekend,Junction,Minor,0.539,1,2021,6
Nagpur - Ring Road,21.145319,79.093049,18,Clear,Weekend,Urban Road,Serious,0.464,3,2023,6
Nagpur - Ring Road,21.151691,79.0831,12,Overcast,Weekday,Junction,Fatal,0.415,2,2024,12
Nagpur - Ring Road,21.13812,79.086815,9,Clear,Weekend,Urban Road,Serious,0.395,2,2021,1
Nagpur - Ring Road,21.155138,79.100908,13,Clear,Weekend,Flyover,Minor,0.37,2,2023,4
Nagpur - Ring Road,21.149262,79.091253,7,Rain,Weekday,Urban Road,Serious,0.529,3,2022,9
Nagpur - Ring Road,21.144338,79.081222,14,Clear,Weekday,Urban Road,Minor,0.403,4,2023,7
Nagpur - Ring Road,21.132757,79.084193,15,Rain,Weekday,Highway,Serious,0.454,4,2021,4
Nagpur - Ring Road,21.152542,79.09055,17,Clear,Weekday,Highway,Serious,0.544,3,2022,4
Nagpur - Ring Road,21.162347,79.082814,20,Clear,Weekday,Highway,Fatal,0.454,4,2023,2
Nagpur - Ring Road,21.144434,79.081051,7,Rain,Weekday,Urban Road,Fatal,0.616,2,2024,2
Nagpur - Ring Road,21.14451,79.079149,15,Clear,Weekday,Highway,Minor,0.428,2,2024,6
Nagpur - Ring Road,21.138627,79.092788,20,Clear,Weekday,Flyover,Minor,0.416,1,2021,7
Nagpur - Ring Road,21.139667,79.090815,18,Rain,Weekday,Urban Road,Minor,0.536,3,2022,4
Nagpur - Ring Road,21.162084,79.104137,13,Overcast,Weekday,Urban Road,Serious,0.408,1,2023,1
Nagpur - Ring Road,21.146111,79.081794,6,Clear,Weekday,Flyover,Minor,0.424,2,2021,10
Nagpur - Ring Road,21.157143,79.082604,10,Clear,Weekday,Urban Road,Serious,0.337,4,2023,7
Nagpur - Ring Road,21.146069,79.081173,19,Rain,Weekend,Urban Road,Serious,0.602,2,2024,11
Nagpur - Ring Road,21.154297,79.085612,19,Rain,Weekday,Flyover,Minor,0.623,4,2024,2
Nagpur - Ring Road,21.139544,79.095203,14,Rain,Weekday,Urban Road,Minor,0.409,1,2023,4
Nagpur - Ring Road,21.153467,79.101045,15,Overcast,Weekday,Urban Road,Serious,0.295,3,2021,2
Nagpur - Ring Road,21.132023,79.089028,10,Clear,Weekday,Highway,Minor,0.464,2,2022,7
Nagpur - Ring Road,21.146591,79.093126,18,Clear,Weekday,Junction,Minor,0.548,2,2022,3
Nagpur - Ring Road,21.159936,79.085772,6,Clear,Weekend,Urban Road,Serious,0.306,1,2022,8
Nagpur - Ring Road,21.137414,79.095145,13,Fog,Weekend,Highway,Minor,0.612,1,2024,8
Nagpur - Ring Road,21.147789,79.083871,10,Clear,Weekday,Junction,Serious,0.444,2,2024,7
Nagpur - Ring Road,21.143783,79.087152,10,Clear,Weekend,Highway,Serious,0.471,3,2022,7
Nagpur - Ring Road,21.150793,79.091696,15,Clear,Weekday,Urban Road,Minor,0.271,4,2021,10
Nagpur - Ring Road,21.141875,79.085938,12,Overcast,Weekend,Urban Road,Serious,0.412,3,2022,4
Nagpur - Ring Road,21.144997,79.086862,17,Clear,Weekday,Urban Road,Minor,0.44,1,2023,12
Nagpur - Ring Road,21.153545,79.073115,20,Overcast,Weekday,Junction,Serious,0.389,4,2021,3
Nagpur - Ring Road,21.131518,79.0733,6,Clear,Weekend,Urban Road,Fatal,0.279,1,2022,2
Nagpur - Ring Road,21.146351,79.087139,8,Clear,Weekday,Junction,Minor,0.606,3,2022,12
Nagpur - Ring Road,21.14523,79.088612,18,Clear,Weekday,Junction,Serious,0.549,3,2021,7
Nagpur - Ring Road,21.154268,79.090553,6,Clear,Weekday,Urban Road,Fatal,0.375,1,2024,2
Nagpur - Ring Road,21.137033,79.110347,12,Clear,Weekday,Highway,Serious,0.37,2,2021,5
Nagpur - Ring Road,21.140505,79.080221,8,Rain,Weekday,Highway,Serious,0.579,1,2022,5
Nagpur - Ring Road,21.143899,79.074803,19,Clear,Weekend,Junction,Fatal,0.629,4,2021,8
Nagpur - Ring Road,21.154949,79.089052,7,Clear,Weekday,Highway,Minor,0.573,4,2021,1
Nagpur - Ring Road,21.151279,79.090964,15,Overcast,Weekend,Highway,Minor,0.433,1,2024,3
Nagpur - Ring Road,21.143539,79.084819,9,Clear,Weekday,Highway,Minor,0.578,4,2023,8
Nagpur - Ring Road,21.137688,79.083975,20,Clear,Weekday,Highway,Minor,0.377,4,2021,4
Nagpur - Ring Road,21.154425,79.08751,15,Clear,Weekday,Junction,Minor,0.446,3,2023,10
Nagpur - Ring Road,21.148223,79.09532,17,Overcast,Weekend,Highway,Minor,0.588,3,2021,8
Nagpur - Ring Road,21.141914,79.083132,2,Clear,Weekend,Junction,Minor,0.699,2,2021,8
Nagpur - Ring Road,21.147196,79.092327,10,Rain,Weekday,Highway,Minor,0.513,3,2022,8
Nagpur - Ring Road,21.146062,79.08837,21,Clear,Weekday,Urban Road,Serious,0.326,3,2022,10
Nagpur - Ring Road,21.161839,79.095646,20,Rain,Weekend,Highway,Minor,0.416,3,2024,3
Nagpur - Ring Road,21.148846,79.100565,20,Fog,Weekday,Flyover,Minor,0.344,1,2024,8
Nagpur - Ring Road,21.160692,79.089622,15,Rain,Weekday,Urban Road,Serious,0.403,3,2024,8
Nagpur - Ring Road,21.154687,79.076194,1,Rain,Weekday,Flyover,Minor,0.574,1,2023,12
Nagpur - Ring Road,21.145177,79.087639,7,Fog,Weekday,Highway,Minor,0.58,2,2022,11
Nagpur - Ring Road,21.142781,79.086776,17,Clear,Weekday,Urban Road,Minor,0.5,4,2023,12
Nagpur - Ring Road,21.144934,79.085703,19,Rain,Weekday,Urban Road,Minor,0.557,2,2024,5
Nagpur - Ring Road,21.146505,79.083451,18,Fog,Weekday,Highway,Minor,0.621,3,2022,6
Nagpur - Ring Road,21.144141,79.093188,8,Clear,Weekend,Highway,Serious,0.453,4,2024,7
Nagpur - Ring Road,21.139077,79.083412,12,Clear,Weekend,Urban Road,Serious,0.442,1,2021,4
Nagpur - Ring Road,21.138759,79.090009,11,Clear,Weekday,Highway,Minor,0.436,2,2021,10
Nagpur - Ring Road,21.137976,79.083301,22,Clear,Weekend,Flyover,Serious,0.523,4,2021,8
Nagpur - Ring Road,21.148808,79.096633,14,Clear,Weekday,Urban Road,Minor,0.391,1,2024,2
Nagpur - Ring Road,21.145876,79.087024,12,Overcast,Weekday,Highway,Minor,0.412,4,2022,5
Nagpur - Ring Road,21.152364,79.084889,12,Overcast,Weekend,Urban Road,Minor,0.397,2,2024,7
Nagpur - Ring Road,21.142267,79.090073,15,Clear,Weekday,Junction,Serious,0.428,4,2021,9
Nagpur - Ring Road,21.143133,79.084958,12,Fog,Weekday,Flyover,Fatal,0.51,3,2021,7
Nagpur - Ring Road,21.140322,79.087446,19,Clear,Weekday,Urban Road,Serious,0.496,4,2022,11
Nagpur - Ring Road,21.140272,79.082031,17,Clear,Weekend,Highway,Fatal,0.58,3,2022,5
Nagpur - Ring Road,21.142797,79.086145,13,Rain,Weekday,Urban Road,Serious,0.445,4,2022,3
Nagpur - Ring Road,21.144426,79.092958,17,Rain,Weekend,Urban Road,Serious,0.481,1,2023,2
Nagpur - Ring Road,21.161808,79.095391,7,Clear,Weekday,Urban Road,Minor,0.476,2,2022,6
Nagpur - Ring Road,21.146136,79.091808,7,Overcast,Weekday,Junction,Minor,0.551,3,2021,7
Nagpur - Ring Road,21.133016,79.085127,10,Clear,Weekend,Highway,Minor,0.486,1,2021,6
Nagpur - Ring Road,21.144584,79.094674,8,Clear,Weekend,Urban Road,Minor,0.481,1,2022,12
Nagpur - Ring Road,21.144157,79.097411,2,Clear,Weekday,Urban Road,Minor,0.554,2,2021,4
Nagpur - Ring Road,21.139767,79.097687,18,Overcast,Weekday,Junction,Minor,0.634,4,2022,11
Nagpur - Ring Road,21.142357,79.104268,13,Rain,Weekend,Highway,Fatal,0.459,2,2022,4
Nagpur - Ring Road,21.147714,79.078441,10,Clear,Weekend,Junction,Minor,0.391,2,2021,5
Nagpur - Ring Road,21.142249,79.075684,13,Rain,Weekday,Highway,Minor,0.583,1,2023,7
Nagpur - Ring Road,21.149433,79.074069,5,Fog,Weekday,Highway,Minor,0.539,3,2023,12
Nagpur - Ring Road,21.141486,79.085766,19,Rain,Weekday,Highway,Minor,0.668,3,2024,8
Nagpur - Ring Road,21.145499,79.092758,23,Rain,Weekday,Highway,Serious,0.563,3,2021,10
Nagpur - Ring Road,21.141013,79.082084,12,Fog,Weekend,Urban Road,Serious,0.436,2,2021,12
Nagpur - Ring Road,21.149815,79.09221,19,Overcast,Weekend,Urban Road,Fatal,0.492,1,2024,1
Nagpur - Ring Road,21.14728,79.107413,1,Fog,Weekday,Urban Road,Minor,0.541,3,2023,3
Nagpur - Ring Road,21.150426,79.087178,20,Clear,Weekday,Highway,Serious,0.314,1,2022,8
Nagpur - Ring Road,21.151678,79.076502,18,Clear,Weekday,Highway,Serious,0.468,1,2023,4
Nagpur - Ring Road,21.147234,79.090444,10,Clear,Weekday,Urban Road,Serious,0.431,1,2024,8
Nagpur - Ring Road,21.15135,79.093799,3,Clear,Weekday,Flyover,Serious,0.339,1,2022,1
Nagpur - Ring Road,21.148051,79.08544,16,Clear,Weekday,Urban Road,Serious,0.349,4,2021,12
Nagpur - Ring Road,21.148442,79.0856,5,Clear,Weekend,Urban Road,Serious,0.363,3,2024,11
Nagpur - Ring Road,21.150706,79.094927,6,Fog,Weekend,Urban Road,Fatal,0.393,4,2023,12
Nagpur - Ring Road,21.130736,79.076011,18,Rain,Weekday,Highway,Minor,0.658,1,2024,10
Nagpur - Ring Road,21.136986,79.086022,8,Overcast,Weekday,Urban Road,Minor,0.436,4,2022,11
Nagpur - Ring Road,21.13689,79.09896,13,Overcast,Weekday,Urban Road,Serious,0.281,2,2022,5
Nagpur - Ring Road,21.147341,79.092657,13,Clear,Weekday,Urban Road,Fatal,0.323,3,2022,5
Nagpur - Ring Road,21.153056,79.092334,4,Clear,Weekday,Highway,Minor,0.331,4,2023,2
Nagpur - Ring Road,21.162296,79.084983,19,Clear,Weekday,Highway,Minor,0.511,4,2021,9
Nagpur - Ring Road,21.145764,79.093111,4,Overcast,Weekend,Highway,Minor,0.45,2,2023,6
Nagpur - Ring Road,21.146947,79.079595,18,Clear,Weekday,Junction,Minor,0.528,4,2021,9
Nagpur - Ring Road,21.136118,79.090165,12,Rain,Weekend,Junction,Fatal,0.509,1,2023,10
Nagpur - Ring Road,21.167901,79.064059,5,Rain,Weekday,Junction,Minor,0.493,1,2024,1
Nagpur - Ring Road,21.148603,79.083723,19,Fog,Weekday,Urban Road,Fatal,0.536,1,2023,12
Nagpur - Ring Road,21.152052,79.086053,16,Clear,Weekday,Highway,Serious,0.288,3,2024,2
Nagpur - Ring Road,21.160467,79.091594,7,Clear,Weekend,Urban Road,Serious,0.49,1,2021,8
Nagpur - Ring Road,21.135308,79.089459,13,Rain,Weekend,Urban Road,Serious,0.453,3,2024,12
Nagpur - Ring Road,21.144734,79.089844,10,Clear,Weekday,Junction,Serious,0.481,4,2021,10
Nagpur - Ring Road,21.157433,79.099379,15,Fog,Weekday,Urban Road,Minor,0.444,3,2024,4
Nagpur - Ring Road,21.140023,79.096064,8,Clear,Weekday,Highway,Minor,0.548,2,2022,6
Nagpur - Ring Road,21.143119,79.092216,10,Clear,Weekend,Urban Road,Minor,0.372,1,2021,11
Nagpur - Ring Road,21.139175,79.093685,11,Clear,Weekday,Junction,Serious,0.529,3,2022,3
Nagpur - Ring Road,21.139561,79.08626,19,Rain,Weekday,Urban Road,Serious,0.544,1,2021,12
Nagpur - Ring Road,21.148503,79.089471,14,Rain,Weekday,Highway,Serious,0.497,2,2023,11
Nagpur - Ring Road,21.135977,79.085641,22,Clear,Weekend,Highway,Fatal,0.555,1,2024,2
Nagpur - Ring Road,21.143407,79.092368,20,Rain,Weekend,Highway,Minor,0.542,1,2022,12
Nagpur - Ring Road,21.14705,79.081421,1,Clear,Weekday,Highway,Minor,0.529,1,2021,5
Nagpur - Ring Road,21.15793,79.099447,14,Fog,Weekday,Junction,Serious,0.509,2,2022,10
Nagpur - Ring Road,21.145468,79.095964,6,Rain,Weekday,Urban Road,Serious,0.356,3,2022,6
Nagpur - Ring Road,21.135132,79.074091,16,Rain,Weekend,Highway,Serious,0.409,1,2023,3
Aurangabad - Jalna Road,19.892277,75.327532,17,Fog,Weekday,Junction,Minor,0.71,4,2023,9
Aurangabad - Jalna Road,19.874505,75.337381,11,Clear,Weekday,Highway,Minor,0.437,4,2024,6
Aurangabad - Jalna Road,19.879057,75.333079,8,Clear,Weekday,Junction,Fatal,0.611,2,2022,10
Aurangabad - Jalna Road,19.872529,75.360321,13,Clear,Weekday,Junction,Serious,0.539,3,2022,4
Aurangabad - Jalna Road,19.868514,75.345333,11,Fog,Weekday,Urban Road,Serious,0.436,2,2021,4
Aurangabad - Jalna Road,19.871513,75.356306,15,Fog,Weekend,Urban Road,Serious,0.515,4,2022,9
Aurangabad - Jalna Road,19.880043,75.34603,13,Rain,Weekday,Highway,Minor,0.415,4,2023,5
Aurangabad - Jalna Road,19.868099,75.32922,18,Clear,Weekday,Junction,Fatal,0.564,4,2022,2
Aurangabad - Jalna Road,19.877708,75.34338,8,Fog,Weekday,Highway,Minor,0.669,3,2024,2
Aurangabad - Jalna Road,19.884211,75.339641,9,Rain,Weekday,Urban Road,Minor,0.601,1,2021,10
Aurangabad - Jalna Road,19.883238,75.337408,13,Clear,Weekday,Urban Road,Minor,0.399,4,2021,5
Aurangabad - Jalna Road,19.882784,75.343632,8,Rain,Weekend,Urban Road,Minor,0.583,4,2023,6
Aurangabad - Jalna Road,19.880627,75.340639,18,Clear,Weekend,Highway,Fatal,0.65,1,2024,8
Aurangabad - Jalna Road,19.870593,75.346761,21,Clear,Weekday,Highway,Serious,0.415,2,2023,2
Aurangabad - Jalna Road,19.892023,75.336512,13,Clear,Weekday,Urban Road,Minor,0.335,4,2021,9
Aurangabad - Jalna Road,19.873866,75.340125,7,Clear,Weekday,Urban Road,Serious,0.503,2,2022,8
Aurangabad - Jalna Road,19.874703,75.34927,8,Clear,Weekday,Highway,Minor,0.482,3,2023,8
Aurangabad - Jalna Road,19.868885,75.343595,2,Rain,Weekend,Urban Road,Minor,0.588,3,2022,4
Aurangabad - Jalna Road,19.879874,75.350642,11,Clear,Weekday,Highway,Minor,0.489,4,2022,8
Aurangabad - Jalna Road,19.869282,75.334549,11,Rain,Weekday,Urban Road,Minor,0.424,3,2022,11
Aurangabad - Jalna Road,19.873709,75.343686,18,Rain,Weekday,Urban Road,Minor,0.498,1,2024,10
Aurangabad - Jalna Road,19.885078,75.35201,7,Rain,Weekday,Highway,Minor,0.624,3,2023,2
Aurangabad - Jalna Road,19.87534,75.342685,11,Clear,Weekday,Junction,Fatal,0.488,3,2024,3
Aurangabad - Jalna Road,19.878667,75.33422,8,Clear,Weekday,Urban Road,Serious,0.566,1,2022,11
Aurangabad - Jalna Road,19.874838,75.342648,13,Rain,Weekday,Urban Road,Minor,0.446,3,2022,6
Aurangabad - Jalna Road,19.869318,75.339736,16,Clear,Weekday,Junction,Fatal,0.486,4,2022,4
Aurangabad - Jalna Road,19.865832,75.341871,6,Clear,Weekday,Urban Road,Minor,0.431,3,2021,12
Aurangabad - Jalna Road,19.880872,75.343737,14,Clear,Weekend,Flyover,Serious,0.438,3,2021,2
Aurangabad - Jalna Road,19.866259,75.329419,14,Clear,Weekend,Urban Road,Minor,0.315,2,2023,1
Aurangabad - Jalna Road,19.888355,75.344233,8,Clear,Weekend,Urban Road,Minor,0.527,1,2021,11
Aurangabad - Jalna Road,19.886678,75.345175,14,Fog,Weekday,Highway,Serious,0.67,2,2022,4
Aurangabad - Jalna Road,19.873332,75.341717,13,Fog,Weekend,Flyover,Minor,0.538,2,2024,3
Aurangabad - Jalna Road,19.862071,75.341097,6,Rain,Weekday,Urban Road,Minor,0.352,4,2022,5
Aurangabad - Jalna Road,19.887838,75.358346,20,Clear,Weekday,Junction,Serious,0.509,1,2022,8
